#!,Workbook:,Custom,Custom,,,,,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,,,,,
0.32,-14.92,0.11,0.92,-11.48,0.2,2.54,2.52,,
-1.69,-10.53,-2.67,-1.27,-9.64,-0.36,2.55,2.51,,
0.06,-10.12,-1.5,-0.35,-8.79,-1.16,2.54,2.51,,
0.05,-5.72,0.38,0.9,-9.45,2.82,2.55,2.52,,
3.09,-13.95,3.05,2.63,-12.61,3.66,2.53,2.5,,
-0.45,-14.99,0.84,1.1,-11.33,1.8,2.54,2.52,,
1.52,-8.98,-2.15,0.02,-15.81,-3.39,2.54,2.51,,
1.79,-9.39,0.13,0.79,-12.27,-0.24,2.55,2.52,,
0.7,-11.44,-0.31,0.92,-9.19,1,2.55,2.51,,
0.55,-10.27,-1.56,0.17,-10.41,-2.08,2.54,2.51,,
-0.63,-11.86,-1.22,-0.93,-11.57,0,2.54,2.5,,
1.92,-5.4,-0.17,2.27,-3.66,0.67,2.54,2.51,,
0.88,-6.51,-0.67,2.75,-4.85,-0.3,2.55,2.5,,
0.31,-11.5,0.5,-0.76,-10.21,0.3,2.55,2.51,,
-1.4,-8.54,-0.46,1.84,-6.49,-0.15,2.55,2.52,,
-1.14,-12.42,-1.02,0.35,-8.61,0.19,2.54,2.51,,
1.46,-8.81,-0.09,1.11,-5.58,0.5,2.55,2.51,,
-0.43,-9.54,-0.34,1.84,-5.2,0.13,2.55,2.52,,
0.49,-10.72,-0.04,2.69,-9.74,-0.13,2.55,2.52,,
-1.54,-9.92,-0.69,2.4,-10.88,0.32,2.54,2.51,,
1.9,-10.41,0.48,1.49,-10.36,1.16,2.55,2.52,,
1.93,-11.3,-0.06,-0.45,-9.17,0.19,2.53,2.51,,
1.22,-7.58,-0.11,0.15,-9.41,-0.07,2.54,2.51,,
-1.29,-4.37,0.37,1.79,-5.38,1.57,2.55,2.51,,
-0.4,-7.99,1.46,1.49,-4.45,1.81,2.55,2.52,,
-0.13,-9.12,-0.02,-1.54,-9.79,-0.05,2.55,2.52,,
0.63,-10.9,-1.46,1.28,-10.16,-2.22,2.55,2.52,,
4.6,-12.63,1.31,0.26,-13.85,-1.51,2.55,2.53,,
5.37,-12.38,3.54,0.51,-12.73,-0.12,2.55,2.52,,
0.89,-7.53,0.04,0.33,-9.59,-1.14,2.55,2.51,,
-0.64,-7.7,0.54,1.34,-0.17,0.94,2.54,2.52,,
-1.06,-10.89,-0.34,0.06,-9.65,0.34,2.54,2.5,,
2.83,-9.44,2.27,3.83,-6.48,1.96,2.55,2.51,,
4.14,-7.56,3.45,1.58,-13.66,0.87,2.53,2.5,,
1.73,-9.25,1.47,-1.74,-14.27,-1.81,2.54,2.52,,
-0.03,-7.76,-2.54,0.19,-11.95,-2.03,2.53,2.51,,
0.51,-5.42,1.08,1.64,-6.44,0.85,2.55,2.52,,
0.25,-10.85,-0.74,0.76,-7.84,-0.37,2.54,2.51,,
3.57,-7.83,1.67,-0.11,-8.64,-0.27,2.54,2.51,,
2.28,-11.08,2.32,0.79,-8.63,2.37,2.55,2.51,,
-0.01,-9.4,-0.14,0.82,-5.56,-0.62,2.53,2.51,,
3.21,-8.71,0.54,1.25,-9.82,0.11,2.55,2.51,,
0.16,-11.69,0.03,1.33,-9.96,-0.13,2.55,2.52,,
1.54,-8.51,-1.98,0.34,-8.55,-2.45,2.54,2.52,,
1.03,-7.19,-1.22,-2.09,-7.34,-2.63,2.55,2.5,,
0.93,-11.98,-1.92,-0.2,-9.87,-1.69,2.54,2.51,,
1.41,-7.62,-0.8,0.06,-8.3,0.52,2.56,2.52,,
0.63,-8.2,0.03,0.04,-7.28,0.99,2.54,2.52,,
-0.5,-13.01,-0.4,2.24,-8.56,0.54,2.55,2.52,,
0.26,-8.9,-1.03,0.22,-11.36,-1.11,2.54,2.51,,
0.76,-10.76,0.1,0.85,-6.6,0.48,2.55,2.51,,
-0.22,-12.04,-0.26,2.63,-6.57,0.52,2.55,2.51,,
-2.57,-11.08,-0.9,1.13,-7.29,-0.02,2.55,2.51,,
1.54,-8.12,1.2,0.62,-10.86,-0.5,2.55,2.52,,
0.97,-9.25,0.07,0.22,-9.43,0.48,2.54,2.51,,
1.49,-8.69,0.34,0.93,-10.12,0.42,2.54,2.51,,
-0.97,-8.34,-2.6,0.62,-6.47,-1.55,2.53,2.5,,
-0.96,-10.67,-1.04,1.06,-10.58,-0.66,2.54,2.5,,
-3.62,-6.72,-2.04,-0.87,-7.33,0.29,2.54,2.5,,
1.24,-6.28,0.95,-0.1,-7.88,0.81,2.54,2.51,,
2.3,-10.89,3.14,2.66,-12.69,3.16,2.55,2.51,,
0.96,-9.83,0.97,1.41,-9.28,0.66,2.54,2.52,,
0.97,-13.22,2.08,-0.41,-13.64,0.71,2.54,2.53,,
2.12,-7.34,0.55,-0.13,-10.46,-0.98,2.55,2.51,,
3.06,-8.24,1.34,2.23,-10.19,-0.86,2.55,2.51,,
0.59,-11.33,-2.63,-1.58,-14.04,-2.59,2.54,2.51,,
1.05,-14.93,-0.77,1.9,-10.79,-0.79,2.54,2.52,,
-0.58,-7.12,0.89,0.46,-6.59,0.14,2.54,2.51,,
0.78,-8.67,0.09,0.34,-13.3,-0.39,2.54,2.51,,
0.45,-13.65,-0.17,1.87,-9.58,0.13,2.55,2.51,,
1.49,-9.99,-1.68,-0.93,-9.85,-2.62,2.54,2.51,,
2.54,-5.88,1.68,1.11,-3.13,0.84,2.55,2.51,,
1.26,-6.61,-0.78,1.38,-7.8,-0.08,2.53,2.51,,
2.04,-6.61,0.45,0.49,-10.81,-0.71,2.55,2.51,,
1.36,-8.66,-0.48,1.35,-9.84,-1.37,2.54,2.51,,
1.58,-10.26,1,-1.23,-10.83,-0.63,2.55,2.52,,
1.29,-8.63,0.79,-0.34,-9.93,-0.59,2.54,2.52,,
1.31,-7.1,0.29,1.67,-9.22,0.3,2.55,2.51,,
0.8,-9.91,-0.7,2.91,-7.07,-0.22,2.55,2.51,,
1.75,-9.74,0.06,1.42,-9.04,0.57,2.54,2.51,,
0.34,-10.84,0.2,0.85,-7.19,-0.34,2.55,2.51,,
-0.13,-13.84,-3.07,-0.72,-14.15,-2.77,2.53,2.51,,
2.72,-11.83,0.41,3.52,-9.64,1.65,2.54,2.52,,
1.82,-12.28,1.74,1.23,-15.52,0.16,2.54,2.52,,
0.89,-9.81,-0.09,2.84,-6.72,0.98,2.54,2.51,,
0.65,-8.36,1.3,1.98,-9.3,0.47,2.55,2.52,,
1.6,-11.53,-1.3,-1.54,-11.31,-1.24,2.55,2.52,,
0.01,-17.38,-1.8,0.34,-15.58,-1.49,2.53,2.54,,
0.07,-10.3,2.11,1.14,-8.17,2.76,2.55,2.52,,
-0.45,-8.09,-1.28,-1.29,-9.67,-1.52,2.54,2.52,,
1.57,-7.27,0.63,0.99,-8.48,-0.68,2.54,2.51,,
-0.92,-6.53,1.03,0.33,-5.43,0.79,2.55,2.51,,
0.48,-11.08,-0.03,0.95,-12.64,-0.23,2.54,2.51,,
-0.38,-11.54,-1.23,1.03,-10.64,-1.45,2.54,2.52,,
-0.66,-10.18,-1.02,0.9,-10.29,-0.49,2.54,2.51,,
0.91,-13.78,0.19,1.18,-10.59,0.98,2.53,2.51,,
-1.92,-7.41,2.05,2.42,-1.2,3.45,2.56,2.51,,
3.18,-5.5,0.75,0.8,-8.45,0.18,2.55,2.52,,
1.14,-12.7,0.3,-0.98,-10.3,-0.78,2.55,2.51,,
1.43,-9.81,0.57,-0.85,-13.03,-0.99,2.53,2.5,,
2.71,-6.57,0.37,0.73,-10.37,-0.69,2.54,2.52,,
1.89,-7.34,-0.23,0.82,-10.25,-0.2,2.54,2.51,,
0.88,-12.27,0.26,0.63,-10.09,0.42,2.55,2.52,,
-0.02,-9.13,0.03,-0.56,-9.08,0,2.53,2.52,,
0.7,-5.12,-1.64,0.31,-7.82,-1.25,2.54,2.51,,
-0.16,-10.07,-0.13,-0.57,-13.05,0.54,2.54,2.52,,
2.13,-9.54,0.77,1.34,-10.85,-0.86,2.55,2.52,,
1.98,-9.04,-1.51,1.7,-10.25,-1.92,2.54,2.54,,
-2.03,-8.16,-1.75,-3.62,-10.33,-2.14,2.54,2.51,,
3.22,-0.61,1.8,-0.95,-5.71,0.28,2.54,2.52,,
-0.92,-9.24,-0.79,-0.08,-10.87,0.48,2.56,2.52,,
1.77,-8.55,2.55,2.06,-10.37,3.01,2.53,2.5,,
2.18,-7.48,-0.52,0.06,-12.42,-1.56,2.55,2.51,,
1.45,-11.22,1.81,2.09,-12.25,-0.14,2.55,2.5,,
0.16,-8.34,0.45,-0.25,-9.47,0.58,2.55,2.51,,
0.01,-11.4,0.19,0.57,-8.12,-0.02,2.54,2.51,,
1.8,-11.04,-0.49,-0.59,-14.3,-0.5,2.54,2.52,,
0.72,-9.2,1.64,-0.11,-8.48,1.94,2.53,2.5,,
-1.45,-6.74,1.17,-1.46,-4.68,1.44,2.55,2.52,,
0.92,-7.33,1.11,3.06,-6.04,0.83,2.55,2.51,,
-0.82,-11.83,-0.33,-0.23,-12.06,0.09,2.54,2.52,,
0.62,-10.32,0.16,1.53,-7.33,0.75,2.54,2.51,,
-0.53,-10.9,-0.27,1.86,-8,0.25,2.54,2.51,,
0.47,-11.76,-0.71,1.82,-9.87,0.08,2.56,2.52,,
-2.18,-13.91,-1.76,-0.11,-11.19,-0.85,2.55,2.5,,
1,-9.71,0.18,-0.45,-7.93,0.34,2.54,2.52,,
0.28,-11.02,0.55,-0.74,-10.26,0.2,2.55,2.51,,
0.86,-9.34,0.45,-1.07,-12.73,0.88,2.54,2.51,,
1.96,-5.15,1.68,0.69,-7.34,0.79,2.53,2.52,,
1.3,-10.14,0.99,2.26,-12.86,0.08,2.55,2.51,,
-0.23,-7.79,-1.36,-0.46,-11.8,-2.52,2.55,2.51,,
-2.03,-10.32,-0.33,0.08,-9.23,-0.12,2.56,2.52,,
1.22,-12.56,-0.29,2.66,-13.09,0.39,2.55,2.52,,
1.13,-12.54,1.26,2.83,-9.24,2.8,2.54,2.5,,
0.82,-5.9,-0.88,-0.69,-13.69,-0.68,2.53,2.51,,
-0.37,-12.63,-1.56,-0.12,-14.69,-0.71,2.52,2.51,,
0.32,-11.6,0.39,0.76,-7.33,-0.2,2.54,2.52,,
-0.12,-8.87,0.08,0.23,-7.93,-0.46,2.52,2.51,,
1.08,-6.61,-0.38,-1.98,-9.2,-1.93,2.54,2.52,,
2.03,-7.8,-0.9,0.3,-7.04,-0.37,2.54,2.51,,
0.08,-7.52,-0.08,1.47,-6.97,-0.25,2.54,2.5,,
-1.97,-13.64,-1.2,0.34,-8.73,0.18,2.54,2.51,,
1.54,-9.07,0.02,1.95,-5.88,0.78,2.53,2.52,,
-0.16,-9.95,0,1.94,-6.11,0.27,2.55,2.52,,
-1.05,-9.88,-0.09,3.67,-8.09,0.46,2.55,2.52,,
-0.25,-9.68,-0.66,1.47,-8.46,0.21,2.54,2.51,,
1.27,-8.4,-0.02,1.64,-10.1,-0.09,2.55,2.51,,
0.89,-9.37,0.11,1.58,-10.94,-0.79,2.54,2.5,,
2.42,-13.11,2.38,3.79,-7.47,1.74,2.55,2.51,,
1.3,-11.23,1.07,2.47,-12.84,1.17,2.54,2.52,,
1.89,-8.63,-1.12,0.39,-9.15,-2.62,2.55,2.52,,
0.57,-8.06,2.06,2.09,-8.18,3.34,2.55,2.51,,
0.41,-12.28,-1.13,-0.44,-13.51,-0.82,2.53,2.52,,
-0.27,-7.42,-2.8,1.81,-8.44,-1.01,2.55,2.5,,
-1.63,-11.38,-0.67,-1.33,-11.44,-0.58,2.54,2.52,,
-0.44,-16.03,-1.42,-0.79,-5.21,-1.55,2.54,2.52,,
1.24,-9.7,-0.42,1.39,-10.5,-0.68,2.54,2.51,,
0.31,-9.55,0.44,0.33,-8.35,-0.05,2.54,2.5,,
2.03,-7.93,-0.1,0.74,-10.61,-0.11,2.54,2.51,,
-0.49,-13.62,0.89,2.18,-9.44,3.61,2.54,2.52,,
0.92,-4.5,0.12,0.69,-4.69,-0.53,2.55,2.52,,
0.13,-12.03,-0.54,-0.91,-11.09,-0.73,2.54,2.52,,
0.12,-12.25,-0.81,2.04,-9.63,0.33,2.54,2.5,,
-1.04,-11.48,-1.03,2.08,-7.55,0.09,2.56,2.52,,
-0.17,-12.9,-0.7,0.76,-10.87,0.3,2.54,2.53,,
-0.9,-9.09,-0.57,-1.38,-10.36,-0.34,2.55,2.52,,
1.14,-9.83,0.13,-0.8,-9.39,0.35,2.56,2.52,,
0.85,-8.13,-0.04,0.5,-9.71,0.29,2.54,2.52,,
1.14,-10.27,-1.09,1.88,-9.96,-0.32,2.54,2.51,,
0.22,-7.22,-2.05,0.71,-13.42,-2.29,2.53,2.52,,
1.14,-11.33,2.95,-0.52,-11.36,1.68,2.53,2.49,,
0.65,-9.49,-1.46,-0.97,-11.82,-2.82,2.55,2.53,,
0.01,-12.62,0.74,0.67,-10.24,0.45,2.54,2.52,,
0.92,-8.7,2.67,3.11,-10.06,1.9,2.54,2.52,,
0.72,-11.95,-0.48,1.9,-8.24,-0.04,2.55,2.52,,
0.23,-11.05,-1.18,-0.48,-11.26,0.31,2.56,2.51,,
0.88,-14.67,-0.75,1.72,-11,-0.35,2.54,2.51,,
1.08,-6.58,-0.23,1.57,-12.28,-0.22,2.53,2.52,,
1.39,-9.16,-0.79,0.58,-8.45,-1.83,2.54,2.51,,
1.57,-5.54,1.35,0.63,-10.63,0.24,2.54,2.51,,
1.7,-10.42,-0.49,0.89,-6.54,-0.2,2.53,2.51,,
-1.71,-13.24,-0.73,2.44,-7.48,0.84,2.53,2.51,,
2.79,-8.89,0.1,0.29,-11.54,-0.45,2.54,2.51,,
-0.09,-11.07,-0.17,2.96,-6.3,0.43,2.54,2.51,,
-1.01,-11.22,-0.48,2.79,-7.7,0.11,2.55,2.51,,
-0.21,-11.38,-0.29,3.42,-8.72,-0.04,2.53,2.52,,
1.37,-10.48,0.2,0.05,-9.66,-0.08,2.54,2.51,,
2.9,-7.75,0.3,1.26,-12.17,-0.14,2.53,2.5,,
-0.65,-7.09,0.35,-3.3,-10.3,-1.2,2.55,2.52,,
0.75,-8.75,0.81,-1.05,-10.73,-0.26,2.54,2.51,,
-0.74,-10.56,-2.03,0.29,-10.77,-2.26,2.53,2.51,,
1.18,-7.91,1.28,2.88,-6.76,1.47,2.53,2.5,,
0.4,-9.18,2.1,1.02,-9.08,1.5,2.55,2.52,,
1.75,-12.67,1.84,1.56,-12.19,0.4,2.53,2.52,,
1.72,-10.66,-0.78,-0.99,-8.6,-2,2.55,2.51,,
1.92,-7.15,1.5,1.46,-6.66,1.55,2.54,2.52,,
0.55,-6.21,-0.36,1.3,-8.47,0.25,2.54,2.51,,
0.79,-8.81,-0.05,0.8,-10.67,0.13,2.53,2.51,,
0.53,-9.67,-0.27,1.85,-6.61,0.47,2.55,2.51,,
-1.68,-11.61,-1.57,1.18,-10.67,-0.4,2.53,2.51,,
0.14,-11.16,-0.85,-0.61,-12.02,-0.57,2.56,2.51,,
0.92,-6.72,0.76,1.61,-6.78,0.37,2.53,2.51,,
-0.68,-12.79,-0.59,1.86,-9.57,0.4,2.54,2.51,,
-0.44,-12.79,-0.82,0.55,-11.33,0.4,2.54,2.52,,
0.18,-11.35,0.08,1.14,-11.79,0.1,2.54,2.52,,
-0.54,-8.9,0.11,0.69,-10.01,0.22,2.54,2.52,,
0.2,-8.22,0.27,-0.56,-10.98,-0.18,2.55,2.52,,
-0.1,-9.93,0.45,1.88,-6.37,0.18,2.54,2.52,,
0.5,-6.55,1.24,1.74,-8.46,1.45,2.54,2.51,,
-0.96,-6.94,1.7,2.68,-3.08,3.58,2.55,2.52,,
0.68,-8.1,-0.19,2.77,-6.46,2.12,2.54,2.5,,
2.76,-10.62,-0.88,-0.58,-10.8,-1.98,2.52,2.51,,
-0.15,-9.53,-1.37,0.28,-9,-1.47,2.54,2.51,,
-1.35,-9.77,-1.89,-0.46,-7.89,-0.46,2.53,2.51,,
1.88,-9.84,0.25,0.49,-9.3,-0.08,2.55,2.51,,
0.28,-11.86,-0.23,-0.09,-10.88,-0.15,2.55,2.51,,
-1.78,-9.98,-0.25,0.85,-6.6,0.18,2.53,2.52,,
3.87,-6.55,2.33,-0.35,-15.58,-0.42,2.53,2.52,,
-0.38,-12.39,0.04,2.47,-7.6,0.27,2.55,2.51,,
-1.14,-15.66,-1.08,0.17,-11.74,0.13,2.54,2.5,,
1.4,-8.52,0.9,2.41,-5.83,1.26,2.53,2.51,,
-0.01,-9.71,0.06,2.57,-7.2,0.45,2.54,2.51,,
-2.71,-9.88,-0.51,2.57,-7.37,0.3,2.55,2.52,,
1.7,-9.98,0.25,0.74,-9.82,-0.03,2.53,2.5,,
1.08,-8.68,-0.61,0.4,-12.06,-0.16,2.52,2.5,,
1.77,-7.95,0.58,-0.55,-15.43,-1.09,2.54,2.52,,
1.39,-13.71,2.75,1.15,-7.78,1.65,2.55,2.51,,
1.46,-10.42,-0.34,2.41,-11.31,-0.87,2.53,2.5,,
-1.26,-13.26,-0.98,-0.6,-9.2,-0.13,2.54,2.49,,
-2.25,-11.27,-2.43,2.84,-8.92,-0.77,2.53,2.48,,
1.02,-7.81,-1.69,-2.3,-13.33,-1.78,2.55,2.5,,
-0.8,-7.9,0.73,0.29,-12.15,1.1,2.53,2.52,,
0.34,-12.48,0.65,1.31,-7.98,2.52,2.54,2.52,,
2.65,-6.79,1.24,1.48,-10.28,0.57,2.55,2.52,,
1.15,-9.13,-1.18,1.01,-9.8,-1.23,2.54,2.51,,
-0.06,-10.76,-0.66,0.19,-9.79,-0.29,2.54,2.51,,
-0.72,-10.69,-0.01,3.62,-5.51,1.13,2.54,2.53,,
-0.82,-12.3,-0.79,1.78,-8.65,0.55,2.54,2.52,,
0.36,-10.31,-0.64,-1.77,-10.65,-0.31,2.54,2.52,,
1.65,-7.06,0.26,0.42,-9.62,0.39,2.54,2.52,,
1.3,-8.98,-0.3,0.98,-9.73,-0.26,2.53,2.51,,
-0.69,-10.67,-0.3,-0.48,-11.07,-0.96,2.55,2.51,,
-0.13,-11.93,0.89,1.13,-14.67,0.13,2.54,2.51,,
0.04,-12.4,1.14,1.48,-10.3,0.77,2.54,2.51,,
-1.27,-7.98,0.76,0.49,-10.76,-0.22,2.54,2.51,,
1.81,-7.42,2.09,1.83,-9.58,2.38,2.55,2.52,,
2.04,-10.1,1.72,2.9,-13.02,1.53,2.54,2.52,,
1.91,-11.33,0.73,-1.07,-12.36,1.37,2.55,2.51,,
0.51,-7.74,0.73,1.55,-7.56,0.85,2.53,2.51,,
1.05,-10.36,0.02,0.54,-11.48,0.41,2.54,2.52,,
0.83,-10.78,0.35,1.3,-9.11,1.22,2.55,2.52,,
1.11,-8.54,0.94,2.18,-6.66,1.24,2.54,2.5,,
0.28,-12.28,0.48,2.37,-7.63,0.76,2.54,2.51,,
-2.55,-11.55,-0.56,1.22,-7.28,-0.02,2.55,2.5,,
1.17,-7.87,-0.26,0.48,-11.16,-0.27,2.54,2.51,,
-0.12,-7.32,0.2,1.33,-8.09,-0.8,2.54,2.51,,
0.28,-12.88,1.14,3.03,-7.87,2.78,2.55,2.51,,
2.17,-12.5,1.26,1.59,-12.21,1.23,2.54,2.51,,
1.03,-9.79,-2.17,1.35,-12.02,-1.7,2.52,2.52,,
1.78,-8.66,-0.5,-1.22,-11.31,-1.69,2.53,2.51,,
-0.67,-9.59,0.15,-0.47,-9.97,-0.71,2.54,2.51,,
3.66,-9.88,2.99,-0.64,-7.77,1.02,2.54,2.51,,
0.57,-8.17,0.9,0.78,-10.6,0.63,2.53,2.51,,
0.6,-9.26,-0.04,0.68,-7.65,-0.11,2.54,2.52,,
0.71,-9.64,1.74,3.72,-5.79,3.58,2.57,2.51,,
-1.29,-10.54,-1.55,-0.5,-10.15,-0.48,2.53,2.51,,
1.35,-9.5,-0.38,-0.74,-12.84,-0.8,2.54,2.52,,
0.66,-9.9,0.17,-0.65,-12.01,-1,2.55,2.51,,
0.1,-11.35,-0.13,1.57,-7.79,0.54,2.54,2.52,,
2.02,-8.81,-0.17,1.01,-10.74,0.21,2.53,2.51,,
1.42,-8.95,1.03,-1.17,-14.57,-0.33,2.53,2.52,,
-1.97,-13.87,-2.45,-2.13,-9.79,-3.06,2.54,2.5,,
0.67,-9.87,2.8,-2.59,-7.78,0.86,2.53,2.52,,
-0.95,-12.59,-0.8,1.3,-11.05,-0.3,2.53,2.51,,
1.91,-9.15,0.05,-0.45,-14.42,-0.36,2.53,2.52,,
1.03,-8.67,-1.17,-1.02,-8.2,-2.95,2.55,2.52,,
0.54,-6.1,-0.72,0.91,-5.78,0.27,2.53,2.51,,
0.76,-9.52,0,1.19,-11.22,0.26,2.54,2.51,,
1.85,-7.39,-0.4,2.63,-9.79,-1.4,2.54,2.52,,
1.27,-10.02,-0.16,-1.1,-12.73,-0.51,2.54,2.52,,
0.87,-9.85,0.49,-0.63,-12.26,-0.34,2.55,2.51,,
-1.31,-7.22,0.27,-1.09,-9.76,-0.37,2.54,2.5,,
1.12,-9.59,-0.46,-0.01,-10.14,-0.03,2.54,2.51,,
-0.33,-10.59,-0.26,2.56,-8.84,1.12,2.54,2.51,,
-1.3,-12.11,0.24,-1.01,-10.89,0.95,2.54,2.51,,
-0.41,-8.43,-0.59,2.09,-7.08,0.31,2.54,2.51,,
-0.77,-12.76,-2.57,-2.63,-13.45,-2.53,2.53,2.52,,
1.67,-10.67,-0.6,0.79,-12.21,-0.77,2.54,2.52,,
1.98,-4.12,0.25,0.14,-9.87,-1.65,2.53,2.52,,
-0.05,-9.77,1.22,-0.44,-9.11,0.58,2.54,2.51,,
0.93,-10.55,-0.27,0.24,-11.09,0.13,2.54,2.51,,
2.31,-6.18,3.83,1.28,-7.23,2,2.56,2.51,,
-1.15,-12.51,-0.93,0.79,-10.26,0.67,2.54,2.51,,
