#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1.23,-12.27,-1.11,3.44,-6.54,-3.75,2.53,2.51
-1.20,-9.85,-3.24,-2.87,-13.89,-3.80,2.52,2.52
8.61,-8.93,8.52,3.16,-10.26,3.98,2.53,2.50
3.27,-7.28,0.81,2.28,-9.49,0.44,2.54,2.51
1.72,-13.22,-0.66,1.40,-16.11,-0.17,2.53,2.51
-2.15,-10.49,-1.08,3.00,-4.79,-0.11,2.53,2.51
-0.64,-7.93,-1.80,1.24,-6.29,-0.45,2.53,2.51
4.04,-9.86,2.10,1.97,-9.38,-0.31,2.53,2.52
6.73,-13.54,4.51,0.66,-12.75,2.14,2.54,2.48
2.74,-5.35,-0.79,1.94,-12.39,-1.29,2.53,2.49
0.39,-4.38,0.57,-2.56,-5.72,0.74,2.53,2.50
3.97,-12.99,-1.82,1.33,-14.07,-2.50,2.53,2.50
-1.94,-9.95,-3.67,-2.78,-6.00,-1.81,2.54,2.50
0.85,-6.47,3.51,0.28,-6.32,2.01,2.53,2.50
1.08,-9.68,0.95,0.38,-7.79,-0.15,2.53,2.50
-5.40,-8.81,-5.71,-1.68,-11.44,-2.35,2.54,2.50
-0.52,-12.58,-0.39,0.73,-6.65,-1.87,2.54,2.51
6.21,-8.81,1.64,1.00,-14.67,-0.30,2.52,2.51
4.35,-7.17,0.92,3.44,-6.49,0.07,2.52,2.49
-1.98,-7.70,1.58,0.28,-8.93,1.40,2.52,2.51
-0.55,-12.23,-1.55,1.72,-11.87,-2.25,2.53,2.53
-3.43,-10.27,-1.10,1.50,-7.58,3.17,2.52,2.51
-1.46,-8.54,-1.71,0.13,-5.29,0.02,2.53,2.51
2.64,-6.27,4.45,5.01,-6.39,4.76,2.53,2.49
-1.88,-8.57,-1.08,1.58,-7.91,1.60,2.52,2.50
0.22,-11.96,-4.74,-5.28,-12.39,-4.82,2.53,2.50
-0.64,-13.10,-0.65,0.46,-10.15,-1.68,2.53,2.48
2.22,-11.67,1.25,-0.52,-6.74,-0.61,2.53,2.50
-0.09,-8.69,1.68,2.99,-7.73,4.85,2.53,2.49
3.36,-11.24,1.72,2.24,-9.67,2.34,2.53,2.50
0.29,-12.15,-1.73,-0.85,-11.84,-2.07,2.54,2.49
-0.80,-9.00,-1.56,-2.36,-4.28,-3.10,2.53,2.48
-4.96,-7.18,-3.49,-3.17,-2.44,-1.56,2.52,2.50
-1.19,-7.26,-1.38,-3.31,-9.28,-0.64,2.54,2.49
0.44,-9.59,0.46,1.64,-11.18,2.22,2.53,2.51
1.32,-8.18,1.62,0.95,-10.64,1.46,2.53,2.51
-0.39,-13.11,-3.30,-5.38,-9.11,-3.62,2.52,2.51
-0.68,-11.41,-1.63,-0.51,-12.97,-2.16,2.53,2.51
0.11,-13.55,0.79,1.33,-12.93,1.95,2.54,2.51
2.00,-11.92,-0.27,-0.43,-14.65,-2.53,2.53,2.52
-0.14,-8.61,-0.12,0.32,-7.97,0.52,2.54,2.51
3.55,-13.25,5.06,0.63,-14.21,3.14,2.53,2.51
6.00,-8.98,-1.39,3.92,-14.76,-2.43,2.51,2.48
-0.05,-9.55,-3.18,-0.94,-7.10,0.48,2.54,2.51
3.46,-9.98,3.72,4.09,-9.52,2.86,2.54,2.51
-1.71,-9.53,2.17,1.22,-6.26,3.36,2.54,2.49
2.53,-11.17,-1.37,-0.80,-12.81,-3.74,2.53,2.50
6.52,-4.87,7.71,3.78,-9.31,3.76,2.52,2.51
0.92,-8.24,-4.71,-1.00,-8.73,-4.71,2.53,2.52
-1.14,-12.92,-1.70,0.49,-10.42,-0.74,2.53,2.51
4.02,-7.72,5.31,3.85,-7.01,3.32,2.54,2.51
2.00,-9.76,-1.12,-2.29,-14.62,-1.72,2.52,2.50
-1.01,-10.73,-1.26,0.42,-9.63,1.18,2.54,2.50
1.25,-9.59,0.01,-0.71,-10.93,-1.80,2.53,2.50
1.11,-13.41,-1.61,0.92,-10.07,-2.38,2.53,2.50
4.98,-10.28,3.82,0.28,-13.09,0.42,2.54,2.52
-2.38,-15.94,-0.62,-4.06,-7.18,-2.64,2.52,2.50
3.90,-10.98,1.12,0.76,-8.26,0.24,2.53,2.52
-0.30,-10.14,-1.93,2.65,-16.88,-1.09,2.51,2.50
2.00,-12.40,-0.72,0.72,-15.29,-1.91,2.53,2.50
1.70,-11.55,-0.63,-1.23,-0.62,-0.62,2.52,2.51
3.46,-5.24,-0.62,1.29,-7.91,0.54,2.54,2.49
40.40,0.00,9.66,-0.06,-8.59,1.32,2.52,2.49
1.01,-11.92,-0.92,0.88,-13.76,-0.04,2.53,2.50
-0.12,-12.04,-3.96,-1.56,-15.16,-4.84,2.52,2.51
1.07,-5.99,-0.25,3.50,-9.57,-1.22,2.53,2.50
4.50,-12.81,3.62,2.25,-12.63,1.54,2.54,2.50
20.20,0.00,4.83,0.71,-6.71,0.67,2.54,2.51
3.00,-19.48,-13.24,-3.24,-8.17,-4.70,2.52,2.50
-1.30,-5.76,2.35,-3.41,-4.91,1.86,2.54,2.51
4.72,-6.85,5.37,3.58,-8.99,1.81,2.52,2.52
-1.47,-11.76,-4.20,-4.00,-13.17,-5.82,2.52,2.52
-1.88,-12.93,-3.20,-1.75,-9.20,-2.30,2.53,2.51
-2.17,-9.48,-1.73,2.32,-6.67,-1.67,2.53,2.51
1.34,-9.89,1.07,1.76,-11.52,2.53,2.53,2.51
-2.88,-13.90,-4.59,-0.02,-13.99,-2.56,2.53,2.51
-2.38,-8.36,-3.26,-1.69,-11.44,-2.77,2.54,2.50
0.70,-10.20,5.00,5.25,-10.78,5.23,2.53,2.51
0.85,-13.32,0.24,2.15,-10.92,4.13,2.52,2.50
2.42,-11.55,3.93,2.51,-12.66,1.38,2.53,2.52
1.93,-13.48,2.99,4.39,-6.00,5.47,2.53,2.51
-1.20,-11.51,-2.21,-1.75,-11.60,-3.76,2.51,2.51
1.22,-10.34,-0.40,0.73,-5.52,-1.49,2.52,2.51
-0.31,-10.77,1.68,-0.21,-12.60,0.83,2.52,2.53
1.19,-10.89,2.00,0.86,-12.18,2.00,2.52,2.52
2.31,-7.26,1.85,3.32,-4.72,0.87,2.52,2.50
0.60,-9.31,2.12,-1.38,-14.85,-0.33,2.55,2.51
-1.73,-12.82,-0.23,-0.59,-0.47,-0.44,2.55,2.50
0.62,-9.05,0.11,-2.18,-12.16,-1.84,2.52,2.52
1.54,-10.20,-0.97,2.72,-13.95,0.05,2.52,2.49
1.54,-8.38,0.09,2.59,-9.79,-2.09,2.53,2.50
3.87,-8.57,-0.17,4.70,-6.00,-2.06,2.53,2.52
-2.39,-6.71,-2.15,-3.29,-5.14,-1.20,2.54,2.51
2.60,-10.41,-4.03,-1.93,-14.94,-5.75,2.51,2.49
-2.87,-6.27,0.97,-2.30,-9.41,2.33,2.52,2.50
-3.00,-8.49,-3.71,-4.79,-4.40,-3.07,2.53,2.52
-1.81,-8.68,2.16,2.66,-8.01,4.69,2.54,2.50
1.19,-12.60,1.07,-2.89,-12.11,3.02,2.54,2.52
3.70,-11.44,2.55,0.12,-9.99,-2.05,2.52,2.50
1.03,-8.39,-4.07,-1.59,-7.81,-5.21,2.53,2.52
-3.11,-12.60,-0.91,-2.10,-8.42,3.71,2.53,2.50
0.57,-10.10,3.25,3.72,-11.84,3.30,2.53,2.50
0.70,-8.66,-1.65,0.78,-6.68,-2.55,2.52,2.51
4.76,-4.32,3.32,0.39,-6.60,0.18,2.54,2.52
-0.59,-4.87,-2.89,-2.59,-12.54,-3.95,2.53,2.51
-1.70,-10.93,-2.39,-2.24,-7.52,-2.01,2.53,2.50
5.00,-11.08,2.71,-1.24,-13.46,1.88,2.52,2.52
0.19,-11.53,1.16,0.80,-13.73,-1.33,2.52,2.50
-2.62,-4.02,-2.37,0.58,-9.14,-0.02,2.52,2.50
2.87,-8.79,-2.56,-1.08,-4.81,-3.23,2.53,2.51
2.00,-11.71,3.09,3.06,-4.75,3.94,2.51,2.50
1.47,-7.52,0.21,5.45,-8.13,4.02,2.52,2.51
0.45,-9.64,-0.65,-1.14,-11.39,-0.25,2.52,2.51
3.92,-9.04,0.72,1.04,-11.96,-0.32,2.51,2.51
-0.16,-13.41,-0.43,0.98,-4.81,-1.85,2.54,2.52
-0.17,-9.37,0.45,4.52,-7.20,2.00,2.52,2.51
1.34,-17.05,0.73,0.09,-11.35,0.20,2.52,2.51
6.26,-7.91,3.06,3.39,-11.04,0.23,2.52,2.52
1.40,-12.37,-0.76,-1.33,-8.82,-1.27,2.53,2.51
2.01,-13.72,0.27,2.27,-13.36,-0.18,2.51,2.49
